id,title,description,image_link,link,google_product_category,brand,price,currency,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition
"1739","Boxe 2.1 Serioux HT2100C, 16W RMS, Lemn","Sistem de Boxe 2.1 cu subwoofer, stereo cu alimentare USB si amplificator incorporat, cu mufa jack 3,5"" si membrane de cauciuc.

Calitate deosebita, sunet clar, design modern

Specificatii:

Numar Boxe:3 (2sateliti + 1 subwoofer)
	Putere totala: 16w
	Putere sateliti: 2 x 3W
	Putere subwoofer: 10W
	Alimentare: 220V
	Banda de frecventa: 20Hz-20kHz  
	Volum control
	Bass control
.","http://www.pluscomputer.ro/image/catalog/periferice/boxe/boxe serioux ht2100.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1739","Speakers","Serioux","99 RON","RON","in stock","1739","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1739","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","89 RON","new"
"1704","Cablu Active, adaptor alimentare CPU sursa ATX 4 pini tata la 8 pini mama EPS, prelungitor/ extensie","Cablu adaptor/prelungitor de la sursa 4 pini tata la placa de baza alimentare procesor 8 pini mamaLungime: 20cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor procesir 4 pin la 8 pin.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1704","Internal Cables","Active","15 RON","RON","in stock","1704","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1704","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","10 RON","new"
"1702","Cablu Active, adaptor alimentare placa video pci-e 6 pini tata la 2 x 6pini/ 8pini mama, multiplicat","Multiplicator ALIMENTARE PCI-E 6 pini tata  la 2 X PCI-E 6+2 pini mamaLungime: 25cm","http://www.pluscomputer.ro/image/catalog/cabluri/pci-e/cablu multiplicator pci-e 6 pin la 2 x.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1702","Internal Cables","Active","20 RON","RON","in stock","1702","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1702","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","12 RON","new"
"1703","Cablu Active, adaptor alimentare placa video pci-e 6 pini tata la 8 pini mama, extensie pentru sursa","Adaptor ALIMENTARE PCI-E 6 pini tata  la  PCI-E 8 pini mamaAcest cablu este pentru sursa de alimentare cu pci-e 6 pini, pentru a transforma in pci-e 8 piniLungime: 20cmAmbalaj individual","http://www.pluscomputer.ro/image/catalog/cabluri/pci-e/cablu pcie 6 pin to 8 pin.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1703","Internal Cables","Active","15 RON","RON","in stock","1703","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1703","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","10 RON","new"
"1701","Cablu Active, adaptor alimentare placa video pci-e 8 pini tata la 2 x 6+2pini mama, multiplicator/ p","Multiplicator ALIMENTARE PCI-E 8 pini tata  la 2 X PCI-E 6+2 pini mamaLungime: 25cm","http://www.pluscomputer.ro/image/catalog/cabluri/pci-e/cablumultiplicator 8 pini.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1701","Internal Cables","Active","20 RON","RON","in stock","1701","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1701","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","12 RON","new"
"1705","Cablu Active, Extensie prelungire alimentare CPU sursa ATX 4 pini mama la 4 pini tata, prelungitor p","Extension cable from power supply CPU ATX source 4 pinsLength: 20cmIdeal to extend the 4-pin power cord of the ATX source","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu prelungitor cpu 4 pin mama tata.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1705","Internal Cables","Active","15 RON","RON","in stock","1705","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1705","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","10 RON","new"
"1706","Cablu Active, Extensie prelungire alimentare CPU sursa ATX EPS 8 pini mama la 8 pini tata, prelungit","Extensie prelungire alimentare CPU sursa ATX ESP 8 pini mama la 8 pini tataLungime: 20cmIdeal pentru a prelungi cablul de alimentare procesor 8pin al sursei ATX","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu extensie cpu 8pin.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1706","Internal Cables","Active","15 RON","RON","in stock","1706","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1706","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu extensie cpu 8pin 3.jpg,http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu extensie cpu 8pin 2.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","10 RON","new"
"1769","Cablu adaptor alimentare mixt s-ata molex , Active, sata 15pin tata la 1 x sata mama si 1 x molex ma","Cablu intern adaptor/multiplicator MIXT pentru sursa, SATA 15 pini tata la SATA 15pin mama si Molex (IDE, cablul de alimentare cu 4 pini pentru hard disk/dvd).Lungime totala 20cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu alimentare mixt sata si ide.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1769","Internal Cables","Active","15 RON","RON","in stock","1769","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1769","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu alimentare mixt sata si ide 2.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","9 RON","new"
"9","Cablu adaptor alimentare placa video pci-e 8 pini de la molex, molex la pcie 8pini","ADAPTOR ALIMENTARE  de la molex (ide) la la pci-e 8 pin","http://www.pluscomputer.ro/image/catalog/cabluri/pci-e/cablu pcie 8pini de la 2x molex alb.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=9","Internal Cables","Active","15 RON","RON","in stock","9","http://www.pluscomputer.ro/index.php?route=product/product&product_id=9","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","12 RON","new"
"1771","Cablu adaptor audio 2xRCA Tata la Jack 3.5mm mama, 0.3m, Stereo, negru","Transforma un port 2xRCA mama intr-unul jack 3.5mm mama.","http://www.pluscomputer.ro/image/catalog/cabluri/audio/cablu adaptoe 2xrca tata la jack mama0.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1771","Audio Cables","Active","10 RON","RON","in stock","1771","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1771","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","8 RON","new"
"1699","Cablu adaptor Carcasa USB 3.0 tata la USB 2.0 mama, adaptor extensie USB3.0 carcasa 19pini/ 20pini l","Cu acest adaptor puteti monta USB 3.0 de la carcasa la USB 2.0 a placii de baza.Intrare: USB 3.0 - 19-piniIesire: USB 2.0 - 9-piniLungime cablu: 15 cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor usb3 carcasa la usb 2 placa de baza.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1699","Internal Cables","Active","25 RON","RON","out of stock","1699","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1699","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","15 RON","new"
"1847","Cablu adaptor Iphone Lightning la mufa audio Jack 3.5mm Casti/Boxe, Active","Acest adaptor permite folosirea castilor/boxelor audio externe, pentru a reda muzica.Chip inteligent Plug-and-Play, compatibil cu Iphone 11 si alte dispozitive care nu au mufa audio de 3.5mm","http://www.pluscomputer.ro/image/catalog/cabluri/telefon-tableta/adaptor iphone lightning la jack.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1847","Phone Tablet Cables","Active","40 RON","RON","in stock","1847","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1847","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","29 RON","new"
"1816","Cablu adaptor Iphone Lightning, Active, Spliter 2 in 1, mufa audio jack mama 3.5mm Casti/Boxe si Inc","Acest adaptor permite folosirea simultana a incarcatorului telefonului si utilizarea castilor/boxelor audio externe, pentru a reda muzica. Nu functioneaza pentru apeluri.Un adaptor de calitate superioara cu fire de cupru.Portul Lightning se poate folosi doar pentru incarcare (functia de date este dezactivata), suportand 2.1A.Chip inteligent Plug-and-Play, incarcare la 2.1A, sunet de calitate, compatibil cu Iphone 11 si alte dispozitive care nu au mufa audio de 3.5mm","http://www.pluscomputer.ro/image/catalog/cabluri/audio/adaptor 2 in 1 iphone 40046.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1816","Phone Tablet Cables","Active","50 RON","RON","in stock","1816","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1816","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","39 RON","new"
"1649","Cablu Adaptor miniUSB tata la USB 2.0 mama, Active, compatibil cu dispozitive cu port mini USB 5 pin","Compatibil cu toate dispozitivele care au port mini USB si functia OTG;De asemenea au fost testate pe casele de marcat Datecs 2018, pentru export in vederea transmiterii datelor la AnafLungime: 15cmAmbalaj individual 1 buc. SAU 50 buc/set SAU 100 buc/set","http://www.pluscomputer.ro/image/catalog/cabluri/cablu miniUSB tata la usb mama 2.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1649","Phone Tablet Cables","Active","15 RON","RON","in stock","1649","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1649","http://www.pluscomputer.ro/image/catalog/cabluri/cablu miniUSB tata la usb mama.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","9 RON","new"
"32","Cablu adaptor OTG Detech, microUSB tata - USB 2.0 mama, 30cm, compatibil tablete, calitate deosebita","Lungime cablu: 30cm
	Culoare: Negru
	Calitate deosebita","http://www.pluscomputer.ro/image/catalog/storeimages/1925967_1518123384890.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=32","Phone Tablet Cables","DeTech","8 RON","RON","in stock","32","http://www.pluscomputer.ro/index.php?route=product/product&product_id=32","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","7 RON","new"
"1602","Cablu Adaptor Scart RCA, Active, 1.2m, convertor cu video si sunet audio euroscart la 4 RCA tata","Cablu adaptor SCART tata la 4 x RCA cu lungime de 1.2m","http://www.pluscomputer.ro/image/catalog/cabluri/cablu scart rca.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1602","SCART","Active","10 RON","RON","in stock","1602","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1602","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","6 RON","new"
"1865","Cablu adaptor sursa alimentare de la ATX 24 pin la 10 pini, Active, 30 CM, compatibil IBM Lenovo","Acest cablu de conversie este compatibil numai pentru placi de baza cu 10pini IBM, LenovoLungime: 30cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor 24pin la 10pin lenovo.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1865","Internal Cables","Active","45 RON","RON","in stock","1865","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1865","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor 24pin la 10pin lenovo 2.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","35 RON","new"
"1868","Cablu adaptor sursa alimentare de la ATX 24 pin la 14 pini, Active, 20 CM, compatibil IBM Lenovo Q77","Acest cablu de conversie este compatibil numai pentru placi de baza cu 14pini IBM Lenovo Q77, Q75, B75, A75Lungime: 20cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor 24pin la 14pin ibm 2.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1868","Internal Cables","Active","45 RON","RON","in stock","1868","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1868","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor 24pin la 14pin ibm.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","35 RON","new"
"1867","Cablu adaptor sursa alimentare de la ATX 24 pin la 18 pini, Active, 30 CM, compatibil HP Z620 Z420","Acest cablu de conversie este compatibil numai pentru placi de baza cu 18pini HP Z620 Z420Lungime: 30cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor sursa 24 pin la 18pini hp 2.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1867","Internal Cables","Active","50 RON","RON","in stock","1867","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1867","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor sursa 24 pin la 18pini hp.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","35 RON","new"
"1828","Cablu adaptor sursa alimentare de la ATX 24 pin la 2 x 6 pin, Active 18AWG, 30 CM, compatibil HP 810","Acest cablu de conversie este compatibil numai pentru HP 8100 8200 8300 800G1 Elite . Nu poate fi utilizat cu HP HPZ230Lungime: 30cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor sursa 24 pin la 2 x 6 pin hp.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1828","Internal Cables","Active","55 RON","RON","in stock","1828","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1828","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor sursa 24 pin la 2 x 6 pin hp mufa.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","40 RON","new"
"1869","Cablu adaptor sursa alimentare de la ATX 24 pin la 2 x 6 pin, Active, 30 CM, compatibil HP Z220, Z23","Acest cablu de conversie este compatibil numai pentru HP Z220, Z230.Lungime: 30cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor 24pin la 2 x 6 pin hp z220 z230 2.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1869","Internal Cables","Active","55 RON","RON","in stock","1869","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1869","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu adaptor 24pin la 2 x 6 pin hp z220 z230.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","40 RON","new"
"1864","Cablu adaptor sursa alimentare de la ATX 24 pin la 8 pini, Active, 30 CM, compatibil Dell 3020, 7020","Acest cablu de conversie este compatibil numai pentru Dell, placa baza cu 8 piniLungime: 30cm","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu sursa 24pin la 8pin dell.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1864","Internal Cables","Active","50 RON","RON","in stock","1864","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1864","http://www.pluscomputer.ro/image/catalog/cabluri/interne/cablu sursa 24pin la 8pin dell 2.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","40 RON","new"
"1740","Cablu adaptor Type-C, Active, Spliter 2 in 1, mufa audio jack mama 3.5mm Casti/Boxe si Incarcare Typ","Acest adaptor permite folosirea simultana a incarcatorului telefonului si utilizarea castilor audio pentru a reda muzica.Un adaptor de calitate superioara cu carcasa din metal (aluminiu) pentru o rezistenta mai mare si fire de cupru.Portul Type-C se poate folosi doar pentru incarcare (functia de date este dezactivata), suportand 2.1A.Chip inteligent Plug-and-Play, incarcare la 2.1A, sunet de calitate, compatibil cu dispozitivele cu port Type-C si MacBook, Acest produs este destinat pentru dispozitive care nu au mufa jack de 3.5mm.ATENTIE, nu este compatibil cu Samsung Note 10.","http://www.pluscomputer.ro/image/catalog/cabluri/telefon-tableta/adaptor type-c la jack si incarcare.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1740","Phone Tablet Cables","Active","50 RON","RON","in stock","1740","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1740","http://www.pluscomputer.ro/image/catalog/cabluri/telefon-tableta/adaptor type-c la jack si incarcare 2.jpg,http://www.pluscomputer.ro/image/catalog/cabluri/telefon-tableta/adaptor type-c la jack si incarcare 3.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","39 RON","new"
"1750","Cablu adaptor Type-C, Earldom, Spliter 2 in 1, mufa audio jack mama 3.5mm Casti/Boxe si Incarcare Ty","Acest adaptor permite folosirea simultana a incarcatorului telefonului si utilizarea castilor audio pentru a reda muzica.Un adaptor de calitate superioara cu carcasa din metal (aluminiu) pentru o rezistenta mai mare si fire de cupru.Portul Type-C se poate folosi doar pentru incarcare (functia de date este dezactivata), suportand 2.1A.Chip inteligent Plug-and-Play, incarcare la 2.1A, sunet de calitate, compatibil cu toate dispozitivele cu port Type-C si MacBook.Acest produs este destinat pentru dispozitive care nu au mufa jack de 3.5mm.ATENTIE, nu este compatisil cu Samsung Note 10.","http://www.pluscomputer.ro/image/catalog/cabluri/telefon-tableta/cablu earldom type c 2 in 1 ok.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1750","Phone Tablet Cables","DeTech","60 RON","RON","in stock","1750","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1750","http://www.pluscomputer.ro/image/catalog/cabluri/telefon-tableta/cablu earldom type c 2 in 1 cutie.png","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","45 RON","new"
"1770","Cablu adaptor USB la 2 x PS2, Active, Negru, 20cm, pentru Tastatura si Mouse PS/2","Acest adaptor va permite sa folositi mouse-ul si tastatura PS/2 ca dispozitiv compatibil USBTransforma un simplu port USB in 2 porturi PS2Ideal pentru a conecta tastatura si mouse PS2 pe laptop-uri sau pc-uri care nu au acest portConector 1: USB tata;Conector 2: 2 x PS/2 mama pentru tastatura si mouse;Lungime cablu: 20cm;Calitate deosebita.Plug and Play, nu necesita drivereSisteme operare suportate: Windows 98SE / ME / 2000 / XP / VISTA / 7 / 8 / 10; MAC OS 9.0 / OSX / Linux.","http://www.pluscomputer.ro/image/catalog/cabluri/usb/cablu usb la ps2 17002.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1770","Notebook","Active","12 RON","RON","in stock","1770","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1770","http://www.pluscomputer.ro/image/catalog/cabluri/usb/cablu usb la ps2 17002 2.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","9 RON","new"
"31","Cablu adaptor USB la port Serial 9 pin, RS 232, Active 105, convertor serial la port usb pentru casa","Cablu adaptor USB tata la port serial 9pin tata RS932 cu lingime de 1m, ambalat individualTestat inclusiv la noile case de marcat Datecs.","http://www.pluscomputer.ro/image/catalog/storeimages/2270397_1518123384557.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=31","Adapter Cables","Active","30 RON","RON","in stock","31","http://www.pluscomputer.ro/index.php?route=product/product&product_id=31","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","25 RON","new"
"1796","Cablu adaptor USB la port Serial 9 pin, RS 232, DIEWU, convertor serial la port usb pentru casa marc","Cablu adaptor USB tata la port serial 9pin tata RS932 cu lingime de 1m, ambalat individual, calitate deosebita, cablu flexibil, mufa RS232 metal.Ideal pentru calculatoare/laptopuri care nu au port serial.Testat inclusiv la noile case de marcat Datecs","http://www.pluscomputer.ro/image/catalog/cabluri/usb/cablu usb rs232 serial diewu 2.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1796","Adapter Cables","Active","39 RON","RON","out of stock","1796","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1796","http://www.pluscomputer.ro/image/catalog/cabluri/usb/cablu usb rs232 serial diewu 3.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","29 RON","new"
"29","Cablu adaptor USB tata la port Paralel 25 pin d-sub, interfata paralela bidirectionala","Cablu adaptor USB tata la port paralel 25pin mama d-sub cu lingime de 0.8m, ambalat individual;

Plug and Play - nu necesita drivere, se instaleaza automat.

.","http://www.pluscomputer.ro/image/catalog/storeimages/3250018_1518123383792.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=29","Adapter Cables","Active","30 RON","RON","in stock","29","http://www.pluscomputer.ro/index.php?route=product/product&product_id=29","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","27 RON","new"
"30","Cablu adaptor USB tata la port Paralel tata 36pin centronics ieee 1284 bidirectional imprimanta","Cablu adaptor USB tata la port Paralel tata 36pin centronics ieee 1284 bidirectional, pentru imprimanta si alte dispozitive modele mai vechi (cu ace, matriceale, etc)Lungime Cablu: 80mm","http://www.pluscomputer.ro/image/catalog/storeimages/2270521_1518123383246.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=30","Adapter Cables","Active","30 RON","RON","in stock","30","http://www.pluscomputer.ro/index.php?route=product/product&product_id=30","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","23 RON","new"
"1500","Cablu alimentare laptop / notebook mufa triunghiulara 3 pini, sectiune fir 0.75mm, 1.5 m, negru, amb"," Cablu de alimentare pentru incarcator/alimentator laptop cu mufa triunghiulara, cu impamantare si lungimea de 1.5m, cu 3 fire de 0.75mm, negru, ambalat individual, calitate deosebita","http://www.pluscomputer.ro/image/catalog/cabluri/cablu alimentare laptop.gif","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1500","Notebook","DeTech","15 RON","RON","in stock","1500","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1500","http://www.pluscomputer.ro/image/catalog/cabluri/cablu incarcator laptop.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","12 RON","new"
"1611","Cablu alimentare s-ata - 2 x SATA, 20cm, multiplicator/ prelungitor/ spliter sata","Multiplicator/ Prelungitor ALIMENTARE  s-ata la 2 x sata cu lungime de 20 cm","http://www.pluscomputer.ro/image/catalog/cabluri/cablu sata la 2 x sata.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1611","Internal Cables","Active","18 RON","RON","in stock","1611","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1611","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","12 RON","new"
"1603","Cablu alimentare tip Casetofon 220v, Detech, mufa 2 pini, 1.5M, pentru incarcatoare laptop, monitoar","Cablu de alimentare tip casetofon, pentru incarcatoare laptop, monitoare si alte dispozitive electrice","http://www.pluscomputer.ro/image/catalog/cabluri/cablu alimentare tip cas.gif","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1603","Power Cables","DeTech","10 RON","RON","in stock","1603","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1603","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","6 RON","new"
"1403","Cablu analogic DVI-I  la VGA mama, 3M, Detech, 24+5pini, dublu ecranat, calitate deosebita","Un cablu de calitate superioara in ambalaj individual, dublu ecranat cu bobine antiparaziti.
	Suporta rezolutie HDTV de pana la 1080
	24+5 pini.
	lungime 3mBidirectional
 ","http://www.pluscomputer.ro/image/catalog/storeimages/2094932_151714232141.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1403","DVI","DeTech","30 RON","RON","preorder","1403","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1403","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","28 RON","new"
"1402","Cablu analogic DVI-I  la VGA mama, Detech, 1.5m, 24+5pini, dublu ecranat, calitate deosebita","Un cablu de calitate superioara in ambalaj individual, dublu ecranat cu bobine antiparaziti.
	Suporta rezolutie HDTV de pana la 1080
	24+5 pini
	Lungime: 1.5m
 ","http://www.pluscomputer.ro/image/catalog/storeimages/2094932_1517260033935.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1402","DVI","DeTech","25 RON","RON","in stock","1402","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1402","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","23 RON","new"
"1568","Cablu audio Detech Jack  3.5mm - RCA Tata, 1.5m, Stereo, negru","Cablul audio cu mufa Jack de 3.5 mm la 2 x RCA, stereo, de 1.5M, de calitate, cu conectori auriti
 ","http://www.pluscomputer.ro/image/catalog/cabluri/cablu jack rca 3m-2.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1568","Audio Cables","DeTech","8 RON","RON","in stock","1568","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1568","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","5 RON","new"
"202","Cablu audio Detech Jack  3.5mm - RCA Tata, 3m, Stereo, negru","Cablul audio cu mufa Jack de 3.5 mm la 2 x RCA, stereo, de 3M, de calitate, cu conectori auriti

 .","http://www.pluscomputer.ro/image/catalog/storeimages/2270062_1517741331288.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=202","Audio Cables","DeTech","10 RON","RON","in stock","202","http://www.pluscomputer.ro/index.php?route=product/product&product_id=202","http://www.pluscomputer.ro/image/catalog/storeimages/2270061_1517741331890.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","9 RON","new"
"203","Cablu audio Detech Jack  3.5mm - RCA Tata, 5m, Stereo, negru","Cablul audio cu mufa Jack de 3.5 mm la 2 x RCA, stereo, de 5M, de calitate, cu conectori auriti

 ","http://www.pluscomputer.ro/image/catalog/storeimages/2270062_1517741331918.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=203","Audio Cables","DeTech","15 RON","RON","in stock","203","http://www.pluscomputer.ro/index.php?route=product/product&product_id=203","http://www.pluscomputer.ro/image/catalog/storeimages/2270061_1517741331765.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","12 RON","new"
"1604","Cablu audio Detech Jack 3.5mm Mama Tata Prelungitor, 1.5m, Stereo, negru, calitate deosebita, contac","Cablul audio cu mufa Jack de 3.5 mm, stereo, de 1.5 m","http://www.pluscomputer.ro/image/catalog/cabluri/cablu jack prelungitor.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1604","Audio Cables","DeTech","7 RON","RON","in stock","1604","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1604","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","4 RON","new"
"1605","Cablu audio Detech Jack 3.5mm Mama Tata Prelungitor, 3m, Stereo, negru, calitate deosebita, contacte","Cablul audio cu mufa Jack de 3.5 mm, stereo, de 3 m","http://www.pluscomputer.ro/image/catalog/cabluri/cablu jack prelungitor.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1605","Audio Cables","DeTech","10 RON","RON","out of stock","1605","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1605","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","7 RON","new"
"1606","Cablu audio Detech Jack 3.5mm Mama Tata Prelungitor, 5m, Stereo, negru, calitate deosebita, contacte","Cablul audio cu mufa Jack de 3.5 mm, stereo, de 5 m","http://www.pluscomputer.ro/image/catalog/cabluri/cablu jack prelungitor.png","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1606","Audio Cables","DeTech","15 RON","RON","in stock","1606","http://www.pluscomputer.ro/index.php?route=product/product&product_id=1606","","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","10 RON","new"
"200","Cablu audio Jack 3.5mm Tata, 1.5m, Stereo, negru"," Lungime cablu: 1,3 m Stereo  ","http://www.pluscomputer.ro/image/catalog/ADAPTOARE/JACK.jpg","http://www.pluscomputer.ro/index.php?route=product/product&product_id=200","Audio Cables","Active","7 RON","RON","out of stock","200","http://www.pluscomputer.ro/index.php?route=product/product&product_id=200","http://www.pluscomputer.ro/image/catalog/ADAPTOARE/cablu-jack-35---jack-35-tata--tata-2m-kinetix-1274959_big.jpg","1970-01-30T00:00+00:00/2038-01-17T23:59+00:00","6 RON","new"
